ID_Pedido,Data_Pedido,Produto,Categoria,UF,Estado,Regiao,Canal_Venda,Status_Pedido,Quantidade,Preco_Unitario,Desconto,Frete,Valor_Total
193,2023-03-27,Panela de Pressão Tramontina,Casa e Cozinha,DF,Distrito Federal,Centro-Oeste,App Mobile,Devolvido,1,195.19,0.08,18.73,179.57
194,2023-08-16,Multivitamínico,Suplementos,MG,Minas Gerais,Sudeste,App Mobile,Cancelado,5,79.73,0.07,76.25,370.74
195,2023-03-25,Mouse Gamer Logitech,Eletrônicos,PE,Pernambuco,Nordeste,App Mobile,Entregue,4,172.58,0.08,26.5,635.09
196,2023-05-21,Tênis Nike Air Max,Calçados,RS,Rio Grande do Sul,Sul,Site,Entregue,1,476.8,0.1,65.4,429.12
197,2023-09-20,Smartphone Samsung Galaxy,Eletrônicos,PR,Paraná,Sul,App Mobile,Entregue,4,1250.7,0.0,15.55,5002.8
198,2023-11-05,Camiseta Básica,Vestuário,DF,Distrito Federal,Centro-Oeste,Site,Devolvido,5,49.0,0.02,30.17,240.1
199,2024-09-03,Notebook Dell Inspiron,Eletrônicos,SP,São Paulo,Sudeste,Site,Cancelado,5,3374.01,0.02,73.36,16532.65
200,2024-09-21,Aspirador Philco,Casa e Cozinha,SP,São Paulo,Sudeste,Marketplace,Devolvido,5,318.58,0.02,40.05,1561.04
201,2023-03-11,Tênis Nike Air Max,Calçados,RS,Rio Grande do Sul,Sul,Marketplace,Cancelado,2,457.14,0.01,78.23,905.14
202,2024-02-01,Aspirador Philco,Casa e Cozinha,CE,Ceará,Nordeste,Marketplace,Devolvido,5,299.19,0.13,13.05,1301.48
203,2024-10-05,Tênis Nike Air Max,Calçados,PR,Paraná,Sul,Marketplace,Entregue,3,471.1,0.05,61.31,1342.64
204,2023-06-29,Notebook Dell Inspiron,Eletrônicos,PA,Pará,Norte,Marketplace,Entregue,2,3012.93,0.08,66.95,5543.79
205,2024-04-13,Mouse Gamer Logitech,Eletrônicos,PA,Pará,Norte,Marketplace,Cancelado,4,201.49,0.12,14.42,709.24
206,2024-02-12,Smartphone Samsung Galaxy,Eletrônicos,PR,Paraná,Sul,Site,Entregue,2,1392.77,0.05,31.71,2646.26
207,2023-02-18,Mouse Gamer Logitech,Eletrônicos,CE,Ceará,Nordeste,App Mobile,Entregue,1,207.56,0.03,34.99,201.33
208,2024-03-26,Mouse Gamer Logitech,Eletrônicos,MT,Mato Grosso,Centro-Oeste,App Mobile,Entregue,1,209.86,0.07,38.0,195.17
209,2023-10-01,Teclado Mecânico,Eletrônicos,BA,Bahia,Nordeste,App Mobile,Entregue,4,398.87,0.06,65.81,1499.75
210,2023-10-28,Multivitamínico,Suplementos,RJ,Rio de Janeiro,Sudeste,Marketplace,Cancelado,1,86.09,0.15,22.63,73.18
211,2024-12-07,Tênis Nike Air Max,Calçados,RJ,Rio de Janeiro,Sudeste,Site,Entregue,3,416.89,0.09,39.83,1138.11
212,2023-02-28,Panela de Pressão Tramontina,Casa e Cozinha,SC,Santa Catarina,Sul,App Mobile,Entregue,3,190.61,0.07,54.76,531.8
213,2023-02-01,Notebook Dell Inspiron,Eletrônicos,MT,Mato Grosso,Centro-Oeste,Marketplace,Cancelado,3,3422.97,0.11,21.2,9139.33
214,2024-01-06,Fone Bluetooth JBL,Eletrônicos,DF,Distrito Federal,Centro-Oeste,Marketplace,Cancelado,1,264.38,0.04,55.16,253.8
215,2023-03-20,Sandália Havaianas,Calçados,GO,Goiás,Centro-Oeste,Site,Devolvido,2,61.08,0.14,36.04,105.06
216,2023-01-27,Livro Python para Iniciantes,Livros,MG,Minas Gerais,Sudeste,Marketplace,Entregue,4,74.19,0.04,77.24,284.89
217,2024-12-21,Whey Protein 1kg,Suplementos,MG,Minas Gerais,Sudeste,App Mobile,Devolvido,4,172.43,0.02,64.25,675.93
218,2023-06-26,Panela de Pressão Tramontina,Casa e Cozinha,RS,Rio Grande do Sul,Sul,Marketplace,Entregue,4,170.92,0.02,15.18,670.01
219,2023-10-25,Teclado Mecânico,Eletrônicos,AM,Amazonas,Norte,App Mobile,Entregue,3,396.51,0.11,48.5,1058.68
220,2023-05-23,Teclado Mecânico,Eletrônicos,PR,Paraná,Sul,Site,Entregue,3,381.01,0.02,24.07,1120.17
221,2024-07-18,Camiseta Básica,Vestuário,PA,Pará,Norte,App Mobile,Entregue,3,49.33,0.06,66.26,139.11
222,2024-02-25,Fone Bluetooth JBL,Eletrônicos,GO,Goiás,Centro-Oeste,Site,Entregue,3,284.77,0.11,43.51,760.34
223,2024-11-27,Multivitamínico,Suplementos,BA,Bahia,Nordeste,Marketplace,Entregue,2,98.27,0.1,41.5,176.89
224,2023-02-26,Aspirador Philco,Casa e Cozinha,SC,Santa Catarina,Sul,Site,Devolvido,5,313.33,0.14,40.28,1347.32
225,2023-12-21,Mouse Gamer Logitech,Eletrônicos,RJ,Rio de Janeiro,Sudeste,Marketplace,Entregue,3,178.14,0.05,59.65,507.7
226,2024-10-02,Aspirador Philco,Casa e Cozinha,ES,Espírito Santo,Sudeste,App Mobile,Entregue,3,314.59,0.14,29.21,811.64
227,2023-06-25,Calça Jeans Masculina,Vestuário,GO,Goiás,Centro-Oeste,Marketplace,Entregue,5,131.23,0.09,50.65,597.1
228,2023-01-30,Livro Clean Code,Livros,GO,Goiás,Centro-Oeste,Marketplace,Devolvido,3,95.35,0.08,67.77,263.17
229,2024-10-16,Notebook Dell Inspiron,Eletrônicos,SP,São Paulo,Sudeste,Marketplace,Devolvido,3,3543.73,0.12,39.16,9355.45
230,2024-12-02,Smartphone Samsung Galaxy,Eletrônicos,PE,Pernambuco,Nordeste,Marketplace,Devolvido,3,1313.52,0.05,27.14,3743.53
231,2023-12-15,Sandália Havaianas,Calçados,PR,Paraná,Sul,App Mobile,Entregue,1,53.28,0.06,42.51,50.08
232,2024-07-29,Livro Python para Iniciantes,Livros,MG,Minas Gerais,Sudeste,App Mobile,Entregue,3,87.4,0.02,35.94,256.96
233,2023-10-25,Notebook Dell Inspiron,Eletrônicos,SC,Santa Catarina,Sul,Site,Cancelado,1,3208.12,0.04,16.78,3079.8
234,2024-08-14,Sandália Havaianas,Calçados,DF,Distrito Federal,Centro-Oeste,Marketplace,Cancelado,2,65.33,0.14,66.94,112.37
235,2024-05-24,Whey Protein 1kg,Suplementos,SC,Santa Catarina,Sul,Site,Entregue,4,175.73,0.07,71.54,653.72
236,2023-02-21,Smartphone Samsung Galaxy,Eletrônicos,RJ,Rio de Janeiro,Sudeste,App Mobile,Devolvido,4,1419.06,0.03,34.7,5505.95
237,2023-09-28,Calça Jeans Masculina,Vestuário,PE,Pernambuco,Nordeste,Marketplace,Cancelado,3,127.84,0.13,40.16,333.66
238,2024-07-20,Whey Protein 1kg,Suplementos,SC,Santa Catarina,Sul,App Mobile,Entregue,1,151.93,0.09,23.63,138.26
239,2024-11-27,Calça Jeans Masculina,Vestuário,RJ,Rio de Janeiro,Sudeste,App Mobile,Devolvido,4,135.24,0.04,79.24,519.32
240,2024-01-10,Livro Python para Iniciantes,Livros,RJ,Rio de Janeiro,Sudeste,Site,Entregue,4,75.37,0.15,49.05,256.26
241,2023-12-08,Multivitamínico,Suplementos,MG,Minas Gerais,Sudeste,Site,Devolvido,5,85.44,0.01,12.72,422.93
242,2024-09-19,Multivitamínico,Suplementos,PE,Pernambuco,Nordeste,Marketplace,Cancelado,2,90.04,0.08,32.96,165.67
243,2024-05-16,Tênis Nike Air Max,Calçados,MG,Minas Gerais,Sudeste,App Mobile,Devolvido,3,449.19,0.08,45.68,1239.76
244,2024-08-20,Whey Protein 1kg,Suplementos,GO,Goiás,Centro-Oeste,App Mobile,Cancelado,1,150.64,0.1,78.59,135.58
245,2024-08-15,Calça Jeans Masculina,Vestuário,PA,Pará,Norte,Marketplace,Entregue,5,125.83,0.15,64.8,534.78
246,2024-01-25,Livro Python para Iniciantes,Livros,RS,Rio Grande do Sul,Sul,Marketplace,Entregue,5,77.51,0.08,60.48,356.55
247,2024-03-27,Fone Bluetooth JBL,Eletrônicos,DF,Distrito Federal,Centro-Oeste,Marketplace,Entregue,1,297.84,0.11,23.35,265.08
248,2023-03-05,Tênis Nike Air Max,Calçados,BA,Bahia,Nordeste,Site,Cancelado,2,428.57,0.12,74.44,754.28
249,2023-11-18,Whey Protein 1kg,Suplementos,MG,Minas Gerais,Sudeste,Marketplace,Entregue,5,148.91,0.1,46.78,670.1
250,2024-10-20,Fone Bluetooth JBL,Eletrônicos,PE,Pernambuco,Nordeste,Marketplace,Entregue,5,281.48,0.12,60.46,1238.51
251,2023-08-19,Multivitamínico,Suplementos,AM,Amazonas,Norte,App Mobile,Devolvido,4,80.74,0.04,49.07,310.04
252,2023-10-08,Calça Jeans Masculina,Vestuário,PA,Pará,Norte,App Mobile,Entregue,4,120.71,0.05,75.36,458.7
253,2023-05-30,Calça Jeans Masculina,Vestuário,RJ,Rio de Janeiro,Sudeste,Marketplace,Devolvido,4,139.5,0.06,34.16,524.52
254,2023-08-08,Calça Jeans Masculina,Vestuário,SP,São Paulo,Sudeste,App Mobile,Entregue,3,140.42,0.1,62.31,379.13
255,2024-08-23,Camiseta Básica,Vestuário,DF,Distrito Federal,Centro-Oeste,Marketplace,Entregue,5,51.1,0.02,53.1,250.39
256,2024-04-28,Camiseta Básica,Vestuário,RS,Rio Grande do Sul,Sul,Site,Devolvido,2,50.37,0.01,38.93,99.73
257,2024-05-02,Notebook Dell Inspiron,Eletrônicos,MT,Mato Grosso,Centro-Oeste,Site,Entregue,5,3829.58,0.02,55.7,18764.94
258,2024-10-29,Panela de Pressão Tramontina,Casa e Cozinha,MT,Mato Grosso,Centro-Oeste,Site,Entregue,3,174.97,0.01,63.81,519.66
259,2023-02-07,Livro Python para Iniciantes,Livros,RS,Rio Grande do Sul,Sul,Marketplace,Entregue,2,76.26,0.13,75.37,132.69
260,2023-04-20,Mouse Gamer Logitech,Eletrônicos,BA,Bahia,Nordeste,App Mobile,Entregue,3,213.73,0.0,49.76,641.19
261,2024-05-31,Teclado Mecânico,Eletrônicos,SC,Santa Catarina,Sul,App Mobile,Cancelado,5,382.52,0.13,19.39,1663.96
262,2023-07-10,Panela de Pressão Tramontina,Casa e Cozinha,PR,Paraná,Sul,Site,Entregue,3,169.13,0.07,28.01,471.87
263,2024-10-16,Smartphone Samsung Galaxy,Eletrônicos,AM,Amazonas,Norte,App Mobile,Entregue,5,1324.08,0.03,52.77,6421.79
264,2023-05-24,Teclado Mecânico,Eletrônicos,BA,Bahia,Nordeste,App Mobile,Devolvido,3,339.87,0.1,22.93,917.65
265,2023-12-04,Panela de Pressão Tramontina,Casa e Cozinha,SC,Santa Catarina,Sul,Site,Entregue,3,179.63,0.07,28.69,501.17
266,2024-11-14,Calça Jeans Masculina,Vestuário,GO,Goiás,Centro-Oeste,Marketplace,Devolvido,1,118.91,0.05,26.54,112.96
267,2023-11-15,Notebook Dell Inspiron,Eletrônicos,PE,Pernambuco,Nordeste,App Mobile,Entregue,4,3574.29,0.14,72.15,12295.56
268,2023-06-06,Whey Protein 1kg,Suplementos,RJ,Rio de Janeiro,Sudeste,Marketplace,Entregue,3,160.48,0.03,19.35,467.0
269,2024-11-11,Panela de Pressão Tramontina,Casa e Cozinha,AM,Amazonas,Norte,Marketplace,Entregue,4,194.74,0.14,63.01,669.91
270,2024-07-31,Mouse Gamer Logitech,Eletrônicos,RS,Rio Grande do Sul,Sul,Site,Devolvido,1,196.18,0.08,35.32,180.49
271,2024-06-16,Notebook Dell Inspiron,Eletrônicos,SP,São Paulo,Sudeste,Marketplace,Devolvido,2,3475.12,0.02,32.97,6811.24
272,2023-02-26,Panela de Pressão Tramontina,Casa e Cozinha,RJ,Rio de Janeiro,Sudeste,Marketplace,Entregue,5,184.62,0.13,41.18,803.1
273,2023-11-12,Panela de Pressão Tramontina,Casa e Cozinha,MG,Minas Gerais,Sudeste,Marketplace,Cancelado,4,188.19,0.08,57.09,692.54
274,2023-12-19,Whey Protein 1kg,Suplementos,SP,São Paulo,Sudeste,App Mobile,Entregue,1,165.73,0.09,13.17,150.81
275,2023-07-04,Whey Protein 1kg,Suplementos,RJ,Rio de Janeiro,Sudeste,Marketplace,Entregue,1,175.34,0.07,30.1,163.07
276,2024-01-22,Multivitamínico,Suplementos,MG,Minas Gerais,Sudeste,Marketplace,Cancelado,3,98.73,0.06,70.87,278.42
277,2024-07-04,Sandália Havaianas,Calçados,RJ,Rio de Janeiro,Sudeste,Marketplace,Devolvido,2,60.7,0.05,22.49,115.33
278,2024-07-11,Sandália Havaianas,Calçados,CE,Ceará,Nordeste,Site,Entregue,1,62.24,0.15,42.41,52.9
279,2023-04-26,Sandália Havaianas,Calçados,CE,Ceará,Nordeste,App Mobile,Entregue,2,57.81,0.02,23.19,113.31
280,2023-07-31,Smartphone Samsung Galaxy,Eletrônicos,PA,Pará,Norte,Marketplace,Cancelado,5,1353.86,0.13,11.1,5889.29
281,2023-02-15,Notebook Dell Inspiron,Eletrônicos,RJ,Rio de Janeiro,Sudeste,Marketplace,Entregue,4,3497.06,0.11,13.41,12449.53
282,2023-10-24,Sandália Havaianas,Calçados,PE,Pernambuco,Nordeste,Site,Devolvido,2,62.21,0.12,19.81,109.49
283,2023-08-31,Camiseta Básica,Vestuário,DF,Distrito Federal,Centro-Oeste,Marketplace,Devolvido,3,49.62,0.12,67.29,131.0
284,2024-08-28,Calça Jeans Masculina,Vestuário,ES,Espírito Santo,Sudeste,Site,Devolvido,2,123.85,0.04,48.97,237.79
285,2024-11-18,Teclado Mecânico,Eletrônicos,AM,Amazonas,Norte,Site,Cancelado,5,379.73,0.15,75.91,1613.85
286,2024-07-04,Sandália Havaianas,Calçados,PA,Pará,Norte,Marketplace,Entregue,4,57.03,0.04,22.87,219.0
287,2024-03-02,Panela de Pressão Tramontina,Casa e Cozinha,RS,Rio Grande do Sul,Sul,Site,Entregue,2,199.67,0.14,49.37,343.43
288,2024-04-05,Aspirador Philco,Casa e Cozinha,CE,Ceará,Nordeste,Site,Cancelado,2,319.72,0.05,15.53,607.47
289,2023-02-10,Mouse Gamer Logitech,Eletrônicos,SC,Santa Catarina,Sul,Site,Devolvido,2,172.49,0.06,52.35,324.28
290,2023-11-07,Mouse Gamer Logitech,Eletrônicos,RJ,Rio de Janeiro,Sudeste,Site,Devolvido,5,180.76,0.03,73.49,876.69
291,2024-12-13,Teclado Mecânico,Eletrônicos,SP,São Paulo,Sudeste,Site,Entregue,1,404.22,0.11,74.01,359.76
292,2024-06-30,Livro Python para Iniciantes,Livros,AM,Amazonas,Norte,Site,Cancelado,2,78.94,0.12,36.65,138.93
293,2024-04-25,Livro Clean Code,Livros,SC,Santa Catarina,Sul,App Mobile,Entregue,3,87.94,0.07,16.9,245.35
294,2023-05-30,Multivitamínico,Suplementos,DF,Distrito Federal,Centro-Oeste,App Mobile,Entregue,3,83.45,0.01,70.49,247.85
295,2023-08-24,Smartphone Samsung Galaxy,Eletrônicos,PR,Paraná,Sul,Marketplace,Devolvido,5,1338.9,0.04,23.73,6426.72
296,2024-05-15,Sandália Havaianas,Calçados,GO,Goiás,Centro-Oeste,Site,Cancelado,5,60.72,0.1,28.01,273.24
297,2024-07-13,Whey Protein 1kg,Suplementos,MT,Mato Grosso,Centro-Oeste,Marketplace,Cancelado,4,142.64,0.12,21.85,502.09
298,2024-11-15,Panela de Pressão Tramontina,Casa e Cozinha,MG,Minas Gerais,Sudeste,Marketplace,Entregue,5,163.02,0.13,76.16,709.14
299,2023-01-10,Smartphone Samsung Galaxy,Eletrônicos,PA,Pará,Norte,Site,Cancelado,2,1378.72,0.03,59.5,2674.72
300,2024-05-09,Camiseta Básica,Vestuário,CE,Ceará,Nordeste,App Mobile,Entregue,1,50.12,0.1,53.16,45.11
301,2023-10-09,Livro Clean Code,Livros,PE,Pernambuco,Nordeste,Site,Entregue,5,88.81,0.0,47.06,444.05
302,2023-04-09,Aspirador Philco,Casa e Cozinha,PR,Paraná,Sul,Site,Devolvido,4,367.93,0.14,17.49,1265.68
303,2024-02-11,Aspirador Philco,Casa e Cozinha,MG,Minas Gerais,Sudeste,Site,Entregue,5,343.47,0.12,28.71,1511.27
304,2023-03-24,Notebook Dell Inspiron,Eletrônicos,SC,Santa Catarina,Sul,App Mobile,Cancelado,5,3186.9,0.1,31.0,14341.05
305,2024-10-14,Livro Clean Code,Livros,DF,Distrito Federal,Centro-Oeste,Marketplace,Entregue,1,85.52,0.06,43.32,80.39
306,2023-04-08,Smartphone Samsung Galaxy,Eletrônicos,AM,Amazonas,Norte,Site,Entregue,4,1379.63,0.1,33.19,4966.67
307,2023-10-05,Teclado Mecânico,Eletrônicos,CE,Ceará,Nordeste,Site,Entregue,2,419.27,0.1,49.67,754.69
308,2023-11-19,Smartphone Samsung Galaxy,Eletrônicos,ES,Espírito Santo,Sudeste,Site,Entregue,5,1288.04,0.0,75.01,6440.2
309,2024-08-03,Smartphone Samsung Galaxy,Eletrônicos,RS,Rio Grande do Sul,Sul,Marketplace,Entregue,4,1406.78,0.04,49.48,5402.04
310,2024-12-06,Mouse Gamer Logitech,Eletrônicos,DF,Distrito Federal,Centro-Oeste,App Mobile,Devolvido,3,189.1,0.11,65.33,504.9
311,2024-09-11,Whey Protein 1kg,Suplementos,RJ,Rio de Janeiro,Sudeste,Marketplace,Entregue,1,139.82,0.03,15.32,135.63
312,2024-05-17,Multivitamínico,Suplementos,GO,Goiás,Centro-Oeste,Marketplace,Cancelado,3,77.08,0.04,79.48,221.99
313,2024-09-25,Camiseta Básica,Vestuário,SC,Santa Catarina,Sul,Marketplace,Cancelado,4,44.73,0.09,36.61,162.82
314,2023-06-07,Calça Jeans Masculina,Vestuário,PA,Pará,Norte,Site,Entregue,1,119.12,0.06,64.87,111.97
315,2023-10-04,Whey Protein 1kg,Suplementos,BA,Bahia,Nordeste,App Mobile,Entregue,1,139.57,0.14,41.13,120.03
316,2023-01-27,Notebook Dell Inspiron,Eletrônicos,MG,Minas Gerais,Sudeste,Site,Entregue,4,3366.78,0.08,38.56,12389.75
317,2023-10-26,Notebook Dell Inspiron,Eletrônicos,SC,Santa Catarina,Sul,Marketplace,Entregue,5,3497.29,0.05,36.97,16612.13
318,2023-05-23,Sandália Havaianas,Calçados,BA,Bahia,Nordeste,Site,Devolvido,2,59.48,0.03,36.65,115.39
319,2024-05-10,Calça Jeans Masculina,Vestuário,PR,Paraná,Sul,App Mobile,Cancelado,2,112.47,0.07,39.48,209.19
320,2024-04-13,Multivitamínico,Suplementos,RJ,Rio de Janeiro,Sudeste,App Mobile,Entregue,2,92.62,0.07,53.17,172.27
321,2023-12-04,Notebook Dell Inspiron,Eletrônicos,MG,Minas Gerais,Sudeste,App Mobile,Entregue,4,3264.76,0.09,66.29,11883.73
322,2024-05-05,Panela de Pressão Tramontina,Casa e Cozinha,SC,Santa Catarina,Sul,App Mobile,Devolvido,2,175.68,0.09,58.67,319.74
323,2023-09-06,Tênis Nike Air Max,Calçados,MG,Minas Gerais,Sudeste,App Mobile,Entregue,3,465.07,0.09,77.74,1269.64
324,2024-07-12,Tênis Nike Air Max,Calçados,BA,Bahia,Nordeste,App Mobile,Cancelado,3,395.22,0.08,51.46,1090.81
325,2024-12-10,Fone Bluetooth JBL,Eletrônicos,MT,Mato Grosso,Centro-Oeste,Marketplace,Entregue,4,325.61,0.03,65.84,1263.37
326,2024-03-09,Notebook Dell Inspiron,Eletrônicos,DF,Distrito Federal,Centro-Oeste,App Mobile,Cancelado,2,3528.16,0.04,56.11,6774.07
327,2024-12-09,Multivitamínico,Suplementos,BA,Bahia,Nordeste,Site,Cancelado,5,87.19,0.06,45.46,409.79
328,2023-09-12,Sandália Havaianas,Calçados,CE,Ceará,Nordeste,Site,Entregue,5,59.81,0.14,17.66,257.18
329,2024-02-14,Livro Clean Code,Livros,MT,Mato Grosso,Centro-Oeste,App Mobile,Entregue,5,77.41,0.15,57.42,328.99
330,2024-07-25,Multivitamínico,Suplementos,SC,Santa Catarina,Sul,App Mobile,Entregue,1,78.63,0.03,62.28,76.27
331,2024-12-08,Livro Python para Iniciantes,Livros,AM,Amazonas,Norte,Marketplace,Entregue,4,75.39,0.07,57.57,280.45
332,2023-04-29,Aspirador Philco,Casa e Cozinha,MG,Minas Gerais,Sudeste,App Mobile,Entregue,4,306.56,0.06,77.32,1152.67
333,2023-12-23,Mouse Gamer Logitech,Eletrônicos,AM,Amazonas,Norte,Site,Entregue,3,187.06,0.12,46.48,493.84
334,2023-01-24,Panela de Pressão Tramontina,Casa e Cozinha,RJ,Rio de Janeiro,Sudeste,App Mobile,Cancelado,3,164.6,0.01,59.75,488.86
335,2024-07-19,Mouse Gamer Logitech,Eletrônicos,SC,Santa Catarina,Sul,Marketplace,Entregue,2,216.39,0.11,46.12,385.17
336,2024-10-17,Fone Bluetooth JBL,Eletrônicos,SC,Santa Catarina,Sul,Marketplace,Cancelado,4,272.3,0.06,22.91,1023.85
337,2023-01-05,Livro Clean Code,Livros,BA,Bahia,Nordeste,App Mobile,Entregue,5,96.26,0.07,40.07,447.61
338,2024-01-10,Whey Protein 1kg,Suplementos,RS,Rio Grande do Sul,Sul,Site,Entregue,1,158.99,0.12,47.58,139.91
339,2023-11-17,Tênis Nike Air Max,Calçados,RS,Rio Grande do Sul,Sul,App Mobile,Entregue,3,457.85,0.07,77.61,1277.4
340,2023-06-26,Livro Python para Iniciantes,Livros,BA,Bahia,Nordeste,Marketplace,Cancelado,5,70.2,0.05,42.05,333.45
341,2023-09-02,Mouse Gamer Logitech,Eletrônicos,MT,Mato Grosso,Centro-Oeste,Marketplace,Entregue,5,199.41,0.1,31.92,897.35
342,2024-01-28,Calça Jeans Masculina,Vestuário,RJ,Rio de Janeiro,Sudeste,Site,Entregue,2,127.0,0.06,19.65,238.76
343,2023-11-19,Sandália Havaianas,Calçados,MG,Minas Gerais,Sudeste,App Mobile,Devolvido,2,59.22,0.07,19.82,110.15
344,2024-01-29,Mouse Gamer Logitech,Eletrônicos,PE,Pernambuco,Nordeste,Marketplace,Entregue,3,217.48,0.07,23.66,606.77
345,2024-05-15,Aspirador Philco,Casa e Cozinha,CE,Ceará,Nordeste,Marketplace,Cancelado,4,357.31,0.06,68.79,1343.49
346,2023-06-22,Fone Bluetooth JBL,Eletrônicos,RJ,Rio de Janeiro,Sudeste,Marketplace,Entregue,2,276.81,0.04,47.63,531.48
347,2024-07-10,Multivitamínico,Suplementos,PE,Pernambuco,Nordeste,Marketplace,Cancelado,5,87.9,0.09,28.75,399.94
348,2024-10-31,Mouse Gamer Logitech,Eletrônicos,SC,Santa Catarina,Sul,Marketplace,Entregue,4,197.22,0.15,17.17,670.55
349,2023-05-01,Multivitamínico,Suplementos,RS,Rio Grande do Sul,Sul,App Mobile,Entregue,4,82.32,0.13,16.09,286.47
350,2024-03-14,Multivitamínico,Suplementos,PA,Pará,Norte,Site,Entregue,5,91.9,0.13,52.72,399.76
351,2024-09-03,Fone Bluetooth JBL,Eletrônicos,GO,Goiás,Centro-Oeste,Site,Entregue,2,315.3,0.09,47.26,573.85
352,2024-11-26,Aspirador Philco,Casa e Cozinha,MG,Minas Gerais,Sudeste,App Mobile,Entregue,3,347.52,0.14,46.01,896.6
353,2023-05-16,Mouse Gamer Logitech,Eletrônicos,RJ,Rio de Janeiro,Sudeste,Site,Cancelado,1,219.51,0.13,18.88,190.97
354,2024-08-14,Camiseta Básica,Vestuário,MG,Minas Gerais,Sudeste,Marketplace,Entregue,2,51.91,0.1,44.26,93.44
355,2023-04-06,Livro Clean Code,Livros,PR,Paraná,Sul,Marketplace,Cancelado,4,86.57,0.1,71.61,311.65
356,2023-04-06,Sandália Havaianas,Calçados,CE,Ceará,Nordeste,Marketplace,Entregue,3,57.72,0.07,50.74,161.04
357,2023-08-05,Whey Protein 1kg,Suplementos,PE,Pernambuco,Nordeste,Marketplace,Entregue,1,167.72,0.06,77.77,157.66
358,2023-12-18,Panela de Pressão Tramontina,Casa e Cozinha,PR,Paraná,Sul,App Mobile,Entregue,3,187.4,0.02,69.67,550.96
359,2023-06-11,Teclado Mecânico,Eletrônicos,MT,Mato Grosso,Centro-Oeste,Site,Entregue,1,392.45,0.13,11.14,341.43
360,2023-11-06,Panela de Pressão Tramontina,Casa e Cozinha,PE,Pernambuco,Nordeste,Site,Cancelado,2,208.69,0.14,71.75,358.95
361,2023-06-19,Fone Bluetooth JBL,Eletrônicos,DF,Distrito Federal,Centro-Oeste,App Mobile,Entregue,3,273.69,0.06,73.27,771.81
362,2023-08-07,Smartphone Samsung Galaxy,Eletrônicos,BA,Bahia,Nordeste,Marketplace,Entregue,2,1244.4,0.01,16.66,2463.91
363,2023-12-18,Panela de Pressão Tramontina,Casa e Cozinha,RJ,Rio de Janeiro,Sudeste,Site,Devolvido,2,186.08,0.07,10.56,346.11
364,2023-04-15,Mouse Gamer Logitech,Eletrônicos,RJ,Rio de Janeiro,Sudeste,App Mobile,Entregue,4,173.45,0.06,61.15,652.17
365,2024-10-18,Notebook Dell Inspiron,Eletrônicos,SC,Santa Catarina,Sul,App Mobile,Entregue,2,3308.94,0.12,71.21,5823.73
366,2023-08-07,Livro Clean Code,Livros,MG,Minas Gerais,Sudeste,Site,Devolvido,5,76.61,0.1,40.81,344.75
367,2023-04-13,Livro Clean Code,Livros,AM,Amazonas,Norte,Site,Cancelado,5,91.85,0.13,16.07,399.55
368,2023-09-11,Fone Bluetooth JBL,Eletrônicos,PA,Pará,Norte,Site,Devolvido,4,281.27,0.06,65.38,1057.58
369,2024-12-08,Calça Jeans Masculina,Vestuário,MT,Mato Grosso,Centro-Oeste,Site,Entregue,5,129.93,0.11,29.94,578.19
370,2023-10-30,Smartphone Samsung Galaxy,Eletrônicos,DF,Distrito Federal,Centro-Oeste,Marketplace,Entregue,2,1273.17,0.08,62.35,2342.63
371,2024-06-24,Livro Clean Code,Livros,SP,São Paulo,Sudeste,Site,Cancelado,4,78.95,0.07,51.58,293.69
372,2024-07-13,Teclado Mecânico,Eletrônicos,SP,São Paulo,Sudeste,App Mobile,Entregue,2,369.12,0.13,39.46,642.27
373,2023-03-03,Livro Clean Code,Livros,MG,Minas Gerais,Sudeste,App Mobile,Entregue,1,89.62,0.0,25.1,89.62
374,2024-10-17,Multivitamínico,Suplementos,BA,Bahia,Nordeste,Marketplace,Entregue,5,93.66,0.06,38.16,440.2
375,2023-06-09,Aspirador Philco,Casa e Cozinha,CE,Ceará,Nordeste,Marketplace,Entregue,3,304.73,0.01,74.46,905.05
376,2023-09-02,Aspirador Philco,Casa e Cozinha,SC,Santa Catarina,Sul,App Mobile,Devolvido,1,324.55,0.07,76.74,301.83
377,2024-11-04,Smartphone Samsung Galaxy,Eletrônicos,RS,Rio Grande do Sul,Sul,Site,Cancelado,1,1252.25,0.09,31.65,1139.55
378,2024-06-19,Whey Protein 1kg,Suplementos,MG,Minas Gerais,Sudeste,Site,Entregue,2,163.96,0.02,76.71,321.36
379,2023-05-01,Aspirador Philco,Casa e Cozinha,PA,Pará,Norte,Marketplace,Entregue,2,329.94,0.11,71.14,587.29
380,2024-08-13,Multivitamínico,Suplementos,ES,Espírito Santo,Sudeste,Site,Entregue,4,82.53,0.01,59.86,326.82
381,2024-01-12,Livro Clean Code,Livros,RJ,Rio de Janeiro,Sudeste,App Mobile,Cancelado,5,84.51,0.07,49.68,392.97
382,2023-01-13,Fone Bluetooth JBL,Eletrônicos,PR,Paraná,Sul,Site,Devolvido,1,272.04,0.08,13.08,250.28
383,2023-02-06,Camiseta Básica,Vestuário,SP,São Paulo,Sudeste,App Mobile,Entregue,4,53.89,0.03,77.22,209.09
384,2023-10-05,Aspirador Philco,Casa e Cozinha,PA,Pará,Norte,Marketplace,Cancelado,2,325.56,0.06,60.42,612.05
